,Unnamed: 0,course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled
590,550,Mastering Data Analysis in Excel,Duke University,COURSE,4.2,Mixed,280000
591,575,Mastering Final Cut Pro,LearnQuest,COURSE,4.6,Beginner,8400
592,563,Mastering Software Development in R,Johns Hopkins University,SPECIALIZATION,4.3,Beginner,52000
593,840,Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",COURSE,4.7,Mixed,48000
594,480,Mathematics for Data Science,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,12000
595,55,Mathematics for Machine Learning,Imperial College London,SPECIALIZATION,4.6,Beginner,150000
596,223,Mathematics for Machine Learning: Linear Algebra,Imperial College London,COURSE,4.7,Beginner,140000
597,528,Mathematics for Machine Learning: Multivariate Calculus,Imperial College London,COURSE,4.7,Beginner,51000
598,873,Mathematics for Machine Learning: PCA,Imperial College London,COURSE,4.0,Intermediate,33000
599,335,Medical Cannabis: The Health Effects of THC and CBD,University of Colorado Boulder,SPECIALIZATION,4.8,Beginner,4800
600,214,Medical Neuroscience,Duke University,COURSE,4.9,Advanced,170000
601,258,Memoir and Personal Essay: Write About Yourself,Wesleyan University,SPECIALIZATION,4.3,Beginner,13000
602,87,Methods and Statistics in Social Sciences,University of Amsterdam,SPECIALIZATION,4.6,Beginner,260000
603,489,Microeconomics Principles,University of Illinois at Urbana-Champaign,COURSE,4.9,Beginner,73000
604,464,Microeconomics: The Power of Markets,University of Pennsylvania,COURSE,4.7,Mixed,34000
605,470,Mindshift: Break Through Obstacles to Learning and Discover Your Hidden Potential,McMaster University,COURSE,4.8,Beginner,230000
606,517,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,COURSE,4.7,Beginner,120000
607,505,Model Thinking,University of Michigan,COURSE,4.8,Mixed,130000
608,706,Modeling Risk and Realities,University of Pennsylvania,COURSE,4.6,Mixed,36000
609,101,Modern Art & Ideas,The Museum of Modern Art,COURSE,4.7,Beginner,310000
610,296,Modern Big Data Analysis with SQL,Cloudera,SPECIALIZATION,4.8,Beginner,14000
611,333,"Modern Robotics:  Mechanics, Planning, and Control",Northwestern University,SPECIALIZATION,4.7,Intermediate,21000
612,523,Modernizing Data Lakes and Data Warehouses with GCP,Google Cloud,COURSE,4.7,Intermediate,9100
613,176,Moral Foundations of Politics,Yale University,COURSE,4.8,Mixed,100000
614,481,More Introduction to Financial Accounting,University of Pennsylvania,COURSE,4.9,Mixed,40000
615,652,Mountains 101,University of Alberta,COURSE,4.9,Mixed,44000
616,597,Municipal Solid Waste Management in Developing Countries,École Polytechnique Fédérale de Lausanne,COURSE,4.8,Intermediate,59000
617,188,Music Business,Berklee College of Music,SPECIALIZATION,4.8,Beginner,42000
618,784,Music Business Foundations,Berklee College of Music,COURSE,4.9,Mixed,34000
619,94,Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,70000
620,685,Nanotechnology: A Maker’s Course,Duke University,COURSE,4.8,Mixed,21000
621,431,Natural Language Processing in TensorFlow,deeplearning.ai,COURSE,4.6,Intermediate,40000
622,341,Negociación exitosa: Estrategias y habilidades esenciales (en español),University of Michigan,COURSE,4.8,Mixed,95000
623,226,"Negotiation, Mediation and Conflict Resolution",ESSEC Business School,SPECIALIZATION,4.7,Beginner,22000
624,842,Networking and Security Architecture with VMware NSX,VMware,COURSE,4.8,Intermediate,17000
625,20,Networking in Google Cloud,Google Cloud,SPECIALIZATION,4.7,Intermediate,290000
626,62,Neural Networks and Deep Learning,deeplearning.ai,COURSE,4.9,Intermediate,630000
627,471,Neurolinguistics,Saint Petersburg State University,COURSE,4.7,Mixed,41000
628,795,New Approaches to Countering Terror: Countering Violent Extremism,"University of Maryland, College Park",COURSE,4.7,Beginner,12000
629,343,Newborn Baby Care,University of Colorado System,SPECIALIZATION,4.8,Beginner,5300
630,252,Nutrición y obesidad: control de sobrepeso,Universidad Nacional Autónoma de México,COURSE,4.8,Beginner,100000
631,535,Nutrition and Lifestyle in Pregnancy,Ludwig-Maximilians-Universität München (LMU),COURSE,4.8,Intermediate,35000
632,255,Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,SPECIALIZATION,4.7,Intermediate,250000
633,86,Object Oriented Programming in Java,Duke University,SPECIALIZATION,4.6,Beginner,330000
634,510,Object-Oriented Data Structures in C++,University of Illinois at Urbana-Champaign,COURSE,4.7,Intermediate,21000
635,887,Object-Oriented Design,University of Alberta,COURSE,4.7,Intermediate,33000
636,323,Oil & Gas Industry Operations and Markets,Duke University,COURSE,4.8,Mixed,57000
637,416,"Open Source Software Development, Linux and Git",The Linux Foundation,SPECIALIZATION,4.4,Beginner,13000
638,316,Operating Systems and You: Becoming a Power User,Google,COURSE,4.6,Beginner,76000
639,398,Operations Analytics,University of Pennsylvania,COURSE,4.7,Mixed,80000
640,472,Optical Engineering,University of Colorado Boulder,SPECIALIZATION,4.2,Advanced,6200
641,116,Organizational Leadership,Northwestern University,SPECIALIZATION,4.7,Intermediate,92000
642,867,Osteoarchaeology: The Truth in Our Bones,Universiteit Leiden,COURSE,4.7,Beginner,22000
643,765,Palliative Care: It's Not Just Hospice Anymore,University of Colorado System,SPECIALIZATION,4.8,Beginner,3200
644,526,Palo Alto Networks Cybersecurity,Palo Alto Networks,SPECIALIZATION,4.6,Beginner,9100
645,445,"Parallel, Concurrent, and Distributed Programming in Java",Rice University,SPECIALIZATION,4.5,Intermediate,30000
646,872,Particle Physics: an Introduction,University of Geneva,COURSE,4.5,Mixed,42000
647,309,Patient Safety,Johns Hopkins University,SPECIALIZATION,4.8,Beginner,8800
648,810,Patrocinio Deportivo,Universitat Autònoma de Barcelona,COURSE,4.6,Beginner,12000
649,362,People Analytics,University of Pennsylvania,COURSE,4.5,Mixed,84000
650,665,Perfect Tenses and Modals,"University of California, Irvine",COURSE,4.7,Intermediate,79000
651,668,Periodismo digital y combate a las fake news,Universidad Nacional Autónoma de México,COURSE,4.9,Beginner,8900
652,105,Photography Basics and Beyond: From Smartphone to DSLR,Michigan State University,SPECIALIZATION,4.7,Beginner,160000
653,503,Plant Bioinformatic Methods,University of Toronto,SPECIALIZATION,4.7,Beginner,83000
654,477,Politics and Economics of International Energy,Sciences Po,COURSE,4.7,Beginner,34000
655,216,Positive Psychiatry and Mental Health,The University of Sydney,COURSE,4.8,Mixed,72000
656,291,Positive Psychology,The University of North Carolina at Chapel Hill,COURSE,4.7,Mixed,180000
657,606,Positive Psychology: Applications and Interventions,University of Pennsylvania,COURSE,4.8,Beginner,23000
658,240,Positive Psychology: Martin E. P. Seligman’s Visionary Science,University of Pennsylvania,COURSE,4.8,Beginner,50000
659,646,Positive Psychology: Resilience Skills,University of Pennsylvania,COURSE,4.6,Beginner,40000
660,348,Power Electronics,University of Colorado Boulder,SPECIALIZATION,4.8,Intermediate,67000
661,320,Practical Data Science with MATLAB,MathWorks,SPECIALIZATION,4.7,Beginner,10000
662,692,Practical Time Series Analysis,The State University of New York,COURSE,4.6,Intermediate,39000
663,808,Preparing for the Google Cloud Associate Cloud Engineer Exam,Google Cloud,COURSE,4.7,Beginner,22000
664,389,Preparing to Manage Human Resources,University of Minnesota,COURSE,4.8,Mixed,68000
665,299,"Presentation Skills: Speechwriting, Slides and Delivery",E-Learning Development Fund,SPECIALIZATION,4.6,Beginner,47000
666,215,Pricing Strategy Optimization,BCG,SPECIALIZATION,4.8,Beginner,20000
667,57,Primeros Auxilios Psicológicos (PAP),Universitat Autònoma de Barcelona,COURSE,4.8,Mixed,280000
668,114,Private Equity and Venture Capital,Università Bocconi,COURSE,4.8,Mixed,79000
669,683,Probabilistic Graphical Models 1: Representation,Stanford University,COURSE,4.7,Advanced,68000
670,715,Probability and Statistics: To p or not to p?,University of London,COURSE,4.6,Beginner,36000
671,626,Process Mining: Data science in Action,Eindhoven University of Technology,COURSE,4.8,Intermediate,39000
672,364,"Programming Foundations with JavaScript, HTML and CSS",Duke University,COURSE,4.6,Beginner,250000
673,732,Programming Fundamentals,Duke University,COURSE,4.7,Beginner,19000
674,47,Programming for Everybody (Getting Started with Python),University of Michigan,COURSE,4.8,Mixed,1300
675,208,Programming with Google Go,"University of California, Irvine",SPECIALIZATION,4.6,Intermediate,18000
676,731,Project Execution,"University of California, Irvine",COURSE,4.2,Beginner,70000
677,284,Project Launch,"University of California, Irvine",COURSE,4.7,Beginner,190000
678,31,Project Management & Other Tools for Career Development,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,440000
679,30,Project Management Principles and Practices,"University of California, Irvine",SPECIALIZATION,4.7,Beginner,230000
680,37,Psychological First Aid,Johns Hopkins University,COURSE,4.8,Mixed,190000
681,424,Public Policy Challenges of the 21st Century,University of Virginia,COURSE,4.6,Beginner,52000
682,279,Python Basics,University of Michigan,COURSE,4.8,Beginner,110000
683,869,Python Classes and Inheritance,University of Michigan,COURSE,4.7,Intermediate,21000
684,111,Python Data Structures,University of Michigan,COURSE,4.9,Mixed,420000
685,555,"Python Functions, Files, and Dictionaries",University of Michigan,COURSE,4.8,Beginner,26000
686,374,Python and Statistics for Financial Analysis,The Hong Kong University of Science and Technology,COURSE,4.4,Intermediate,41000
687,152,Python for Data Science and AI,IBM,COURSE,4.6,Beginner,170000
688,3,Python for Everybody,University of Michigan,SPECIALIZATION,4.8,Beginner,1500
689,823,Quantitative Methods,University of Amsterdam,COURSE,4.7,Mixed,69000
690,827,Queering Identities: LGBTQ+ Sexuality and Gender Identity,University of Colorado System,COURSE,4.9,Beginner,3000
691,317,R Programming,Johns Hopkins University,COURSE,4.6,Intermediate,480000
692,771,"Ready, Set, Future! Introduction to Futures Thinking",Institute for the Future,COURSE,4.8,Beginner,7700
693,553,Recommender Systems,University of Minnesota,SPECIALIZATION,4.3,Intermediate,29000
694,658,"Recruiting, Hiring, and Onboarding Employees",University of Minnesota,COURSE,4.7,Mixed,35000
695,82,Reinforcement Learning,University of Alberta,SPECIALIZATION,4.7,Intermediate,23000
696,532,Renewable Energy and Green Building Entrepreneurship,Duke University,COURSE,4.7,Beginner,24000
697,634,Reporting extra-financier et stratégie RSE,ESSEC Business School,COURSE,4.7,Beginner,5200
698,868,Requirements Engineering: Secure Software  Specifications,University of Colorado System,SPECIALIZATION,4.6,Beginner,7200
699,876,Research Data Management and Sharing,The University of Edinburgh,COURSE,4.6,Mixed,16000
700,622,"Resilience in Children Exposed to Trauma, Disaster and War: Global Perspectives",University of Minnesota,COURSE,4.8,Mixed,15000
701,289,Responsive Website Development and Design,"Goldsmiths, University of London",SPECIALIZATION,4.5,Beginner,170000
702,414,Rethinking International Tax Law,Universiteit Leiden,COURSE,4.9,Mixed,36000
703,386,Revisão Sistemática e Meta-análise,Universidade Estadual de Campinas,COURSE,4.9,Intermediate,17000
704,315,Robotics,University of Pennsylvania,SPECIALIZATION,4.4,Beginner,120000
705,632,Roman Architecture,Yale University,COURSE,4.9,Beginner,30000
706,833,Russian Alphabet,Saint Petersburg State University,COURSE,4.7,Beginner,3200
707,180,Russian for beginners А1. Русский язык: A1,Saint Petersburg State University,SPECIALIZATION,4.7,Beginner,7000
708,331,Réussir le Changement,ESSEC Business School,COURSE,4.5,Mixed,33000
709,160,SAS Programmer,SAS,PROFESSIONAL CERTIFICATE,4.8,Beginner,370000
710,393,SAS Visual Business Analytics,SAS,PROFESSIONAL CERTIFICATE,4.6,Beginner,2600
711,332,SQL for Data Science,"University of California, Davis",COURSE,4.6,Beginner,160000
712,601,Sales Operations/Management,West Virginia University,SPECIALIZATION,4.4,Beginner,5600
713,781,Sales Training for High Performing Teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,16000
714,763,Sample-based Learning Methods,University of Alberta,COURSE,4.8,Intermediate,6800
715,860,Scaling Operations: Linking Strategy and Execution,Northwestern University,COURSE,4.5,Mixed,12000
716,368,School Health for Children and Adolescents,University of Colorado System,SPECIALIZATION,4.8,Beginner,9100
717,121,Science of Exercise,University of Colorado Boulder,COURSE,4.8,Beginner,140000
718,629,Search Engine Optimization Fundamentals,"University of California, Davis",COURSE,4.7,Mixed,47000
719,836,Secure Coding Practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,6400
720,712,Security & Safety Challenges in a Globalized World,Universiteit Leiden,COURSE,4.7,Beginner,14000
721,19,Security in Google Cloud Platform,Google Cloud,SPECIALIZATION,4.7,Intermediate,300000
722,154,Self-Driving Cars,University of Toronto,SPECIALIZATION,4.7,Advanced,39000
723,285,Sequence Models,deeplearning.ai,COURSE,4.8,Intermediate,14000
724,772,Sexualidad...mucho más que sexo,Universidad de los Andes,COURSE,4.8,Beginner,110000
725,695,Sharpened Visions: A Poetry Workshop,California Institute of the Arts,COURSE,4.7,Beginner,61000
726,304,Site Reliability Engineering: Measuring and Managing Reliability,Google Cloud,COURSE,4.5,Advanced,16000
727,167,Six Sigma Green Belt,University System of Georgia,SPECIALIZATION,4.7,Intermediate,18000
728,792,Six Sigma and the Organization (Advanced),University System of Georgia,COURSE,4.7,Intermediate,15000
729,814,"Sleep: Neurobiology, Medicine, and Society",University of Michigan,COURSE,4.8,Beginner,20000
730,660,Smart Cities – Management of Smart Urban Infrastructures,École Polytechnique Fédérale de Lausanne,COURSE,4.6,Beginner,22000
731,817,Social Entrepreneurship,Copenhagen Business School,SPECIALIZATION,4.6,Beginner,13000
732,49,Social Media Marketing,Northwestern University,SPECIALIZATION,4.6,Beginner,130000
733,440,"Social Norms, Social Change I",University of Pennsylvania,COURSE,4.6,Beginner,78000
734,574,Social Policy for Social Services & Health Practitioners,Columbia University,SPECIALIZATION,4.8,Beginner,4200
735,83,Social Psychology,Wesleyan University,COURSE,4.7,Beginner,220000
736,506,Social and Economic Networks:  Models and Analysis,Stanford University,COURSE,4.8,Advanced,42000
737,186,Software Design and Architecture,University of Alberta,SPECIALIZATION,4.6,Beginner,60000
738,402,Software Development Lifecycle,University of Minnesota,SPECIALIZATION,4.6,Intermediate,34000
739,859,Software Processes and Agile Practices,University of Alberta,COURSE,4.7,Mixed,60000
740,64,Software Product Management,University of Alberta,SPECIALIZATION,4.6,Beginner,110000
741,515,Solar Energy Basics,The State University of New York,COURSE,4.8,Beginner,17000
742,600,Songwriting: Writing the Lyrics,Berklee College of Music,COURSE,4.8,Beginner,68000
743,363,Soporte de Tecnologías de la Información de Google,Crece con Google,PROFESSIONAL CERTIFICATE,4.9,Beginner,8800
744,754,Spacecraft Dynamics and Control,University of Colorado Boulder,SPECIALIZATION,4.8,Advanced,12000
745,504,Spanish Vocabulary: Meeting People,"University of California, Davis",COURSE,4.6,Beginner,71000
746,334,"Speak English Professionally: In Person, Online & On the Phone",Georgia Institute of Technology,COURSE,4.6,Mixed,430000
747,200,Sports Marketing,Northwestern University,COURSE,4.7,Intermediate,12000
748,580,Sports and Society,Duke University,COURSE,4.8,Mixed,16000
749,68,Stanford Introduction to Food and Health,Stanford University,COURSE,4.7,Beginner,370000
750,680,Stanford's Short Course on Breastfeeding,Stanford University,COURSE,4.7,Beginner,17000
751,170,Statistical Analysis with R for Public Health,Imperial College London,SPECIALIZATION,4.7,Beginner,16000
752,127,Statistics with Python,University of Michigan,SPECIALIZATION,4.6,Beginner,34000
753,84,Statistics with R,Duke University,SPECIALIZATION,4.7,Beginner,220000
754,657,Stories of Infection,Stanford University,COURSE,4.9,Intermediate,28000
755,648,Strategic Business Analytics,ESSEC Business School,SPECIALIZATION,4.3,Advanced,60000
756,822,Strategic Business Management - Microeconomics,"University of California, Irvine",COURSE,4.7,Beginner,9500
757,93,Strategic Leadership and Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Beginner,100000
758,801,Strategic Management,Copenhagen Business School,COURSE,4.7,Mixed,58000
759,202,Strategic Management and Innovation,Copenhagen Business School,SPECIALIZATION,4.7,Beginner,68000
760,592,Strategic Sales Management,Fundação Instituto de Administração,SPECIALIZATION,4.5,Intermediate,9200
761,798,Strategising: Management for Global Competitive Advantage,Macquarie University,SPECIALIZATION,4.8,Intermediate,30000
762,749,Strategy and Sustainability,IESE Business School,COURSE,4.6,Beginner,11000
763,189,Structuring Machine Learning Projects,deeplearning.ai,COURSE,4.8,Beginner,220000
764,455,Success,University of Pennsylvania,COURSE,4.8,Beginner,38000
765,40,Successful Negotiation: Essential Strategies and Skills,University of Michigan,COURSE,4.8,Mixed,750000
766,588,Summary Statistics in Public Health,Johns Hopkins University,COURSE,4.8,Beginner,11000
767,483,Supply Chain Analytics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,7900
768,432,Supply Chain Finance and Blockchain Technology,New York Institute of Finance,SPECIALIZATION,4.6,Intermediate,4900
769,384,Supply Chain Logistics,Rutgers the State University of New Jersey,COURSE,4.7,Beginner,66000
770,50,Supply Chain Management,Rutgers the State University of New Jersey,SPECIALIZATION,4.7,Beginner,82000
771,760,Supply Chain Operations,Rutgers the State University of New Jersey,COURSE,4.8,Beginner,24000
772,306,Supply Chain Principles,Georgia Institute of Technology,COURSE,4.6,Mixed,29000
773,328,Supporting children with difficulties in reading and writing,UCL Institute of Education,COURSE,4.8,Mixed,50000
774,344,Survey Data Collection and Analytics,"University of Maryland, College Park",SPECIALIZATION,4.3,Beginner,45000
775,583,Sustainable Tourism – promoting environmental public health,University of Copenhagen,COURSE,4.6,Beginner,9400
776,387,Swift 5 iOS Application Developer,LearnQuest,SPECIALIZATION,4.5,Beginner,3900
777,403,System Administration and IT Infrastructure Services,Google,COURSE,4.7,Beginner,62000
778,484,Systems Biology and Biotechnology,Icahn School of Medicine at Mount Sinai,SPECIALIZATION,4.4,Intermediate,48000
779,647,Systems Thinking In Public Health,Johns Hopkins University,COURSE,4.9,Mixed,33000
780,67,"TESOL Certificate, Part 1: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,100000
781,234,"TESOL Certificate, Part 2: Teach English Now!",Arizona State University,SPECIALIZATION,4.9,Beginner,62000
782,559,Teach English Now! Foundational Principles,Arizona State University,COURSE,4.9,Mixed,81000
783,807,Teach English Now! Teaching Language Online,Arizona State University,COURSE,4.4,Intermediate,8500
784,788,Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,COURSE,4.8,Mixed,53000
785,466,Teamwork Skills: Communicating Effectively in Groups,University of Colorado Boulder,COURSE,4.8,Beginner,49000
786,41,Technical Support Fundamentals,Google,COURSE,4.8,Beginner,280000
787,27,TensorFlow in Practice,deeplearning.ai,SPECIALIZATION,4.7,Intermediate,170000
788,217,TensorFlow: Data and Deployment,deeplearning.ai,SPECIALIZATION,4.5,Intermediate,12000
789,298,Terrorism and Counterterrorism: Comparing Theory and Practice,Universiteit Leiden,COURSE,4.8,Beginner,90000
790,460,The Addicted Brain,Emory University,COURSE,4.6,Beginner,130000
791,507,The Art of Music Production,Berklee College of Music,COURSE,4.8,Intermediate,47000
792,133,The Art of Sales: Mastering the Selling Process,Northwestern University,SPECIALIZATION,4.7,Beginner,23000
793,375,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,COURSE,4.5,Beginner,73000
794,135,The Bits and Bytes of Computer Networking,Google,COURSE,4.7,Beginner,130000
795,65,The Business of Health Care,University of Pennsylvania,SPECIALIZATION,4.6,Beginner,22000
796,97,The Business of Music Production,Berklee College of Music,SPECIALIZATION,4.8,Beginner,84000
797,768,The Changing Global Order,Universiteit Leiden,COURSE,4.7,Intermediate,23000
798,759,The Cycle: Management of Successful Arts and Cultural Organizations,"University of Maryland, College Park",COURSE,4.8,Beginner,11000
799,81,The DIY Musician,Berklee College of Music,SPECIALIZATION,4.8,Beginner,120000
800,243,The Data Scientist’s Toolbox,Johns Hopkins University,COURSE,4.6,Mixed,420000
801,864,The Economics of Health Care Delivery,University of Pennsylvania,COURSE,4.8,Mixed,7200
802,274,The Global Financial Crisis,Yale University,COURSE,4.8,Mixed,84000
803,587,The Horse Course: Introduction to Basic Care and Management,University of Florida,COURSE,4.9,Mixed,29000
804,282,The Manager's Toolkit: A Practical Guide to Managing People at Work,"Birkbeck, University of London",COURSE,4.6,Mixed,47000
805,357,"The Modern World, Part One: Global History from 1760 to 1910",University of Virginia,COURSE,4.8,Beginner,130000
806,671,"The Modern World, Part Two: Global History since 1910",University of Virginia,COURSE,4.8,Beginner,47000
807,576,The Oral Cavity: Portal to Health and Disease,University of Pennsylvania,COURSE,4.9,Intermediate,9400
808,272,The Power of Macroeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.6,Mixed,180000
809,534,The Power of Microeconomics: Economic Principles in the Real World,"University of California, Irvine",COURSE,4.7,Mixed,120000
810,826,The Pronunciation of American English,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,1700
811,818,The Science of Gastronomy,The Hong Kong University of Science and Technology,COURSE,4.6,Mixed,50000
812,690,The Science of Stem Cells,American Museum of Natural History,COURSE,4.7,Intermediate,12000
813,696,The Science of Success: What Researchers Know that You Should Know,University of Michigan,COURSE,4.8,Beginner,59000
814,524,The Science of Training Young Athletes,University of Florida,COURSE,4.9,Beginner,13000
815,2,The Science of Well-Being,Yale University,COURSE,4.9,Mixed,2500
816,118,The Singer Songwriter,Berklee College of Music,SPECIALIZATION,4.8,Beginner,320000
817,677,The Social Context of Mental Health and Illness,University of Toronto,COURSE,4.6,Mixed,19000
818,138,The Strategy of Content Marketing,"University of California, Davis",COURSE,4.5,Intermediate,100000
819,361,"The Sustainable Development Goals – A global, transdisciplinary vision for the future",University of Copenhagen,COURSE,4.8,Beginner,26000
820,459,The Teacher and Social and Emotional Learning (SEL),University of Colorado Boulder,SPECIALIZATION,4.7,Beginner,5200
821,666,The Technology of Music Production,Berklee College of Music,COURSE,4.8,Beginner,28000
822,616,The Truth About Cats and Dogs,The University of Edinburgh,COURSE,4.7,Mixed,33000
823,716,The hidden value – Lean in manufacturing and services,École des Ponts ParisTech,COURSE,4.7,Beginner,14000
824,584,Think Again I: How to Understand Arguments,Duke University,COURSE,4.6,Beginner,200000
825,146,Tools for Data Science,IBM,COURSE,4.6,Beginner,120000
826,220,Trading Strategies in Emerging Markets,Indian School of Business,SPECIALIZATION,4.3,Beginner,68000
827,529,"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),COURSE,4.8,Mixed,45000
828,530,Tricky American English Pronunciation,"University of California, Irvine",COURSE,4.7,Beginner,110000
829,438,Troubles du spectre de l'autisme : diagnostic,University of Geneva,COURSE,4.9,Intermediate,5400
830,245,U.S. Federal Taxation,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.8,Intermediate,12000
831,153,UCI Project Management,"University of California, Irvine",PROFESSIONAL CERTIFICATE,4.6,Beginner,44000
832,46,UI / UX Design,California Institute of the Arts,SPECIALIZATION,4.7,Beginner,68000
833,595,UX Design Fundamentals,California Institute of the Arts,COURSE,4.8,Beginner,25000
834,676,Understanding Cancer Metastasis,Johns Hopkins University,COURSE,4.8,Beginner,29000
835,353,Understanding Clinical Research: Behind the Statistics,University of Cape Town,COURSE,4.8,Mixed,78000
836,500,Understanding Einstein: The Special Theory of Relativity,Stanford University,COURSE,4.9,Beginner,89000
837,173,Understanding Medical Research: Your Facebook Friend is Wrong,Yale University,COURSE,4.8,Beginner,24000
838,886,Understanding Modern Finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,11000
839,746,Understanding Plants - Part I: What a Plant Knows,Tel Aviv University,COURSE,4.8,Beginner,49000
840,261,Understanding Research Methods,SOAS University of London,COURSE,4.5,Mixed,120000
841,465,Understanding and Visualizing Data with Python,University of Michigan,COURSE,4.7,Beginner,30000
842,249,Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,COURSE,4.9,Beginner,130000
843,865,Unity Certified Programmer Exam Preparation,Unity,SPECIALIZATION,4.5,Intermediate,6100
844,618,Unity XR: How to Build AR and VR Apps,Unity,SPECIALIZATION,4.2,Beginner,12000
845,882,University Teaching,The University of Hong Kong,COURSE,4.8,Beginner,9500
846,638,Unraveling the Cycling City,University of Amsterdam,COURSE,4.9,Intermediate,3900
847,117,User Experience Research and Design,University of Michigan,SPECIALIZATION,4.8,Beginner,23000
848,614,User Interface Design,University of Minnesota,SPECIALIZATION,4.6,Intermediate,43000
849,350,Using Databases with Python,University of Michigan,COURSE,4.8,Mixed,220000
850,199,Using Python to Access Web Data,University of Michigan,COURSE,4.8,Mixed,310000
851,603,Using Python to Interact with the Operating System,Google,COURSE,4.7,Beginner,19000
852,262,Value Chain Management,University of Illinois at Urbana-Champaign,SPECIALIZATION,4.7,Intermediate,63000
853,589,Version Control with Git,Atlassian,COURSE,4.8,Mixed,40000
854,71,Viral Marketing and How to Craft Contagious Content,University of Pennsylvania,COURSE,4.7,Mixed,150000
855,407,Virtual Reality,"Goldsmiths, University of London",SPECIALIZATION,4.7,Beginner,37000
856,297,Virtual Teacher,"University of California, Irvine",SPECIALIZATION,4.3,Beginner,23000
857,185,Vital Signs: Understanding What the Body Is Telling Us,University of Pennsylvania,COURSE,4.8,Mixed,190000
858,182,Web Applications for Everybody,University of Michigan,SPECIALIZATION,4.8,Intermediate,120000
859,42,Web Design for Everybody: Basics of Web Development & Coding,University of Michigan,SPECIALIZATION,4.7,Beginner,280000
860,354,Weight Management: Beyond Balancing Calories,Emory University,COURSE,4.7,Beginner,34000
861,144,What Is Contemporary Art?,The Museum of Modern Art,COURSE,4.7,Beginner,120000
862,829,What future for education?,UCL Institute of Education,COURSE,4.7,Mixed,35000
863,543,What is Compliance?,University of Pennsylvania,COURSE,4.8,Mixed,6200
864,88,What is Data Science?,IBM,COURSE,4.7,Beginner,260000
865,379,What is Social?,Northwestern University,COURSE,4.6,Mixed,94000
866,232,Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",COURSE,4.7,Beginner,32000
867,787,Wonders of Ancient Egypt,University of Pennsylvania,COURSE,4.8,Intermediate,17000
868,619,Write A Feature Length Screenplay For Film Or Television,Michigan State University,COURSE,4.9,Beginner,12000
869,213,Write Professional Emails in English,Georgia Institute of Technology,COURSE,4.7,Mixed,270000
870,684,Write Your First Novel,Michigan State University,COURSE,4.4,Beginner,18000
871,69,Writing in the Sciences,Stanford University,COURSE,4.9,Beginner,140000
872,359,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,University of Illinois at Urbana-Champaign,COURSE,4.5,Mixed,17000
873,779,iOS App Development with Swift,University of Toronto,SPECIALIZATION,3.9,Intermediate,76000
874,858,¿Qué hacen los buenos directivos? Prioridades de la Alta Dirección,IESE Business School,COURSE,4.7,Beginner,25000
875,191,Étudier en France: French Intermediate course B1-B2,École Polytechnique,COURSE,4.8,Intermediate,190000
876,607,Éxito Profesional,"University of California, Irvine",SPECIALIZATION,4.5,Beginner,69000
877,492,Искусство ведения бизнеса,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,14000
878,156,Искусство разработки на современном C++,E-Learning Development Fund,SPECIALIZATION,4.9,Intermediate,68000
879,722,Корпоративные финансы и стоимость компании,National Research University Higher School of Economics,SPECIALIZATION,4.5,Beginner,16000
880,811,Математика и Python для анализа данных,E-Learning Development Fund,COURSE,4.8,Beginner,67000
881,132,Машинное обучение и анализ данных,E-Learning Development Fund,SPECIALIZATION,4.7,Intermediate,77000
882,405,Основы Digital Маркетинга,National Research University Higher School of Economics,SPECIALIZATION,4.5,Intermediate,19000
883,703,Основы программирования на Python,National Research University Higher School of Economics,COURSE,4.6,Beginner,83000
884,841,Основы разработки на C++: белый пояс,E-Learning Development Fund,COURSE,4.9,Intermediate,41000
885,889,Погружение в Python,Moscow Institute of Physics and Technology,COURSE,4.7,Intermediate,45000
886,236,Программирование на Python,Mail.Ru Group,SPECIALIZATION,4.5,Intermediate,52000
887,883,Психолингвистика (Psycholinguistics),Saint Petersburg State University,COURSE,4.8,Mixed,21000
